react.git	1c2876d5b558b8591feb335d8d7204bc46f7da8a	MOVE_RENAME	Program	scripts/rollup/plugins/wrap-warning-with-env-check.js:183-1298	scripts/rollup/plugins/wrap-warning-with-env-check.js	scripts/babel/wrap-warning-with-env-check.js:183-1779	scripts/babel/wrap-warning-with-env-check.js	-1172413528
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.js:91704-92081	checkKeyCodes	dist/vue.js:92286-92445	isKeyNotMatch	-451927382
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:169005-169382	checkKeyCodes	dist/vue.common.js:93630-93789	isKeyNotMatch	-969506967
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.common.js:93034-93411	checkKeyCodes	dist/vue.common.js:93630-93789	isKeyNotMatch	345792833
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.js:141185-141839	setScope	dist/vue.common.js:135566-135642	setStyleScope	-787271300
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.esm.js:98349-99205	createFunctionalComponent	dist/vue.esm.js:100283-100483	setFunctionalContextForVNode	-39412567
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.esm.js:98349-99205	createFunctionalComponent	dist/vue.common.js:100298-100498	setFunctionalContextForVNode	-894106591
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:177304-178160	createFunctionalComponent	dist/vue.runtime.esm.js:100140-100340	setFunctionalContextForVNode	563307160
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.common.js:98225-99081	createFunctionalComponent	dist/vue.js:98940-99140	setFunctionalContextForVNode	-1622802460
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	packages/vue-server-renderer/build.js:177304-178160	createFunctionalComponent	packages/vue-server-renderer/build.js:180970-181170	setFunctionalContextForVNode	-876306301
vue.git	a08feed8c410b89fa049fdbd6b9459e2d858e912	EXTRACT	FunctionDeclaration	dist/vue.runtime.esm.js:92880-93257	checkKeyCodes	dist/vue.runtime.esm.js:93472-93631	isKeyNotMatch	995495333
